locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sudilovsky_01403	CDS	1491	aplK	2.7.1.233	COG0554	Apulose kinase
Sudilovsky_01404	CDS	945	aptB	2.2.1.13	COG3958	Apulose-4-phosphate transketolase subunit B
Sudilovsky_01405	CDS	831	aptA	2.2.1.13	COG3959	Apulose-4-phosphate transketolase subunit A
Sudilovsky_01406	CDS	1098	rbsC_3		COG1172	Ribose import permease protein RbsC
Sudilovsky_01407	CDS	1557	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
Sudilovsky_01408	CDS	633				hypothetical protein
Sudilovsky_01409	CDS	942			COG1879	D-apiose import binding protein
Sudilovsky_01410	CDS	777	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
Sudilovsky_01411	CDS	594	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
Sudilovsky_01412	CDS	1635	oppA_3			Periplasmic oligopeptide-binding protein OppA
Sudilovsky_01413	CDS	432				hypothetical protein
Sudilovsky_01414	CDS	147				hypothetical protein
Sudilovsky_01415	CDS	2673	acnA	4.2.1.3	COG1048	Aconitate hydratase A
Sudilovsky_01416	CDS	1299	gltP_3		COG1301	Proton/glutamate-aspartate symporter
Sudilovsky_01417	CDS	123				hypothetical protein
Sudilovsky_01418	CDS	609	gstB_2	2.5.1.18		Glutathione S-transferase GST-6.0
Sudilovsky_01419	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
Sudilovsky_01420	CDS	1278	tyrS_2	6.1.1.1	COG0162	Tyrosine--tRNA ligase
Sudilovsky_01421	CDS	732	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
Sudilovsky_01422	CDS	318	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
Sudilovsky_01423	CDS	1113	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
Sudilovsky_01424	CDS	468	slyB			Outer membrane lipoprotein SlyB
Sudilovsky_01425	CDS	438	slyA			Transcriptional regulator SlyA
Sudilovsky_01426	CDS	240				hypothetical protein
Sudilovsky_01427	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
Sudilovsky_01428	CDS	672	rnt	3.1.13.-	COG0847	Ribonuclease T
Sudilovsky_01429	CDS	351	grxD		COG0278	Glutaredoxin 4
Sudilovsky_01430	CDS	852	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
Sudilovsky_01431	CDS	90				hypothetical protein
Sudilovsky_01432	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
Sudilovsky_01433	CDS	1152	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
Sudilovsky_01434	CDS	636	ribC	2.5.1.9	COG0307	Riboflavin synthase
Sudilovsky_01435	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
Sudilovsky_01436	tRNA	77				tRNA-Val(gac)
Sudilovsky_01437	CDS	3606	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
Sudilovsky_01438	misc_RNA	48				mini-ykkC
Sudilovsky_01439	CDS	141				hypothetical protein
Sudilovsky_01440	CDS	636	tdm	4.1.2.32	COG0404	Trimethylamine-oxide aldolase
Sudilovsky_01441	CDS	747				hypothetical protein
Sudilovsky_01442	CDS	792	cmpD	7.6.2.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
Sudilovsky_01443	CDS	816				hypothetical protein
Sudilovsky_01444	CDS	1059				hypothetical protein
Sudilovsky_01445	misc_RNA	102				ykkC-yxkD
Sudilovsky_01446	CDS	414	mexR			Multidrug resistance operon repressor
Sudilovsky_01447	CDS	264				hypothetical protein
Sudilovsky_01448	CDS	2175	katG	1.11.1.21	COG0376	Catalase-peroxidase
Sudilovsky_01449	CDS	1266				hypothetical protein
Sudilovsky_01450	CDS	774	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
Sudilovsky_01451	CDS	792	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
Sudilovsky_01452	CDS	315	gdx		COG2076	Guanidinium exporter
Sudilovsky_01453	tRNA	77				tRNA-Val(gac)
Sudilovsky_01454	CDS	1845				hypothetical protein
Sudilovsky_01455	CDS	939	hdfR_2			HTH-type transcriptional regulator HdfR
Sudilovsky_01456	CDS	213				hypothetical protein
Sudilovsky_01457	CDS	183				hypothetical protein
Sudilovsky_01458	CDS	261				hypothetical protein
Sudilovsky_01459	CDS	1725				hypothetical protein
Sudilovsky_01460	CDS	561				hypothetical protein
Sudilovsky_01461	CDS	1215				hypothetical protein
Sudilovsky_01462	CDS	819				hypothetical protein
Sudilovsky_01463	CDS	561				hypothetical protein
Sudilovsky_01464	CDS	402				Single-stranded DNA-binding protein
Sudilovsky_01465	CDS	1995				hypothetical protein
Sudilovsky_01466	CDS	462				hypothetical protein
Sudilovsky_01467	CDS	1170				hypothetical protein
Sudilovsky_01468	CDS	2052	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
Sudilovsky_01469	CDS	966				hypothetical protein
Sudilovsky_01470	CDS	468				hypothetical protein
Sudilovsky_01471	CDS	285				hypothetical protein
Sudilovsky_01472	misc_RNA	143				radC
Sudilovsky_01473	CDS	804				hypothetical protein
Sudilovsky_01474	CDS	366				hypothetical protein
Sudilovsky_01475	CDS	342				hypothetical protein
Sudilovsky_01476	CDS	894	capW			DNA-binding transcriptional repressor CapW
Sudilovsky_01477	CDS	1470				hypothetical protein
Sudilovsky_01478	CDS	825				hypothetical protein
Sudilovsky_01479	CDS	4422				hypothetical protein
Sudilovsky_01480	CDS	1032				hypothetical protein
Sudilovsky_01481	CDS	228				hypothetical protein
Sudilovsky_01482	CDS	138				hypothetical protein
Sudilovsky_01483	misc_RNA	149				radC
Sudilovsky_01484	CDS	921				hypothetical protein
Sudilovsky_01485	CDS	675				hypothetical protein
Sudilovsky_01486	CDS	342				hypothetical protein
Sudilovsky_01487	CDS	648				hypothetical protein
Sudilovsky_01488	CDS	1110				hypothetical protein
Sudilovsky_01489	CDS	2280				hypothetical protein
Sudilovsky_01490	CDS	177				hypothetical protein
Sudilovsky_01491	CDS	1341				hypothetical protein
Sudilovsky_01492	CDS	1272				hypothetical protein
Sudilovsky_01493	CDS	2154				hypothetical protein
Sudilovsky_01494	CDS	570				hypothetical protein
Sudilovsky_01495	CDS	651				hypothetical protein
Sudilovsky_01496	CDS	717				hypothetical protein
Sudilovsky_01497	CDS	594				hypothetical protein
Sudilovsky_01498	CDS	540				hypothetical protein
Sudilovsky_01499	CDS	2160				hypothetical protein
Sudilovsky_01500	CDS	750				hypothetical protein
Sudilovsky_01501	CDS	135				hypothetical protein
Sudilovsky_01502	CDS	513				hypothetical protein
Sudilovsky_01503	CDS	111				hypothetical protein
Sudilovsky_01504	CDS	420				ISNCY family transposase ISShha1
Sudilovsky_01505	CDS	873	dmlR_1		COG0583	HTH-type transcriptional regulator DmlR
Sudilovsky_01506	CDS	1098		1.-.-.-		NADH oxidase
Sudilovsky_01507	CDS	1173	map_1	3.4.11.18		Methionine aminopeptidase
Sudilovsky_01508	CDS	990	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
Sudilovsky_01509	CDS	999				Zinc-type alcohol dehydrogenase-like protein
Sudilovsky_01510	CDS	900				HTH-type transcriptional regulator
Sudilovsky_01511	CDS	381				hypothetical protein
Sudilovsky_01512	CDS	234				hypothetical protein
Sudilovsky_01513	CDS	360				hypothetical protein
Sudilovsky_01514	CDS	399				hypothetical protein
Sudilovsky_01515	CDS	681				hypothetical protein
Sudilovsky_01516	CDS	903				hypothetical protein
Sudilovsky_01517	CDS	1407				hypothetical protein
Sudilovsky_01518	CDS	438				hypothetical protein
Sudilovsky_01519	CDS	2865				hypothetical protein
Sudilovsky_01520	CDS	1368				hypothetical protein
Sudilovsky_01521	CDS	447				hypothetical protein
Sudilovsky_01522	CDS	936				hypothetical protein
Sudilovsky_01523	CDS	1398				hypothetical protein
Sudilovsky_01524	CDS	351				hypothetical protein
Sudilovsky_01525	CDS	1524				hypothetical protein
Sudilovsky_01526	CDS	384				hypothetical protein
Sudilovsky_01527	CDS	1809				hypothetical protein
Sudilovsky_01528	CDS	468				hypothetical protein
Sudilovsky_01529	CDS	372				hypothetical protein
Sudilovsky_01530	CDS	723				hypothetical protein
Sudilovsky_01531	CDS	189				hypothetical protein
Sudilovsky_01532	CDS	756				hypothetical protein
Sudilovsky_01533	CDS	972				hypothetical protein
Sudilovsky_01534	CDS	1359				hypothetical protein
Sudilovsky_01535	CDS	201				hypothetical protein
Sudilovsky_01536	CDS	552				hypothetical protein
Sudilovsky_01537	CDS	864				hypothetical protein
Sudilovsky_01538	CDS	483				hypothetical protein
Sudilovsky_01539	CDS	4290	rhsB_1	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
Sudilovsky_01540	CDS	444				hypothetical protein
Sudilovsky_01541	CDS	1830	vgrG1_2	2.4.2.31		Type VI secretion system spike protein VgrG1
Sudilovsky_01542	CDS	519	hcpA_4			Major exported protein
Sudilovsky_01543	CDS	288				hypothetical protein
Sudilovsky_01544	CDS	657				hypothetical protein
Sudilovsky_01545	CDS	726				hypothetical protein
Sudilovsky_01546	misc_RNA	91				C4
Sudilovsky_01547	CDS	255				hypothetical protein
Sudilovsky_01548	CDS	213				hypothetical protein
Sudilovsky_01549	CDS	669				hypothetical protein
Sudilovsky_01550	CDS	888	lrhA_1		COG0583	putative HTH-type transcriptional regulator LrhA
Sudilovsky_01551	CDS	495				hypothetical protein
Sudilovsky_01552	CDS	462				hypothetical protein
Sudilovsky_01553	CDS	633	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
Sudilovsky_01554	CDS	1719	narQ	2.7.13.3	COG3850	Nitrate/nitrite sensor protein NarQ
Sudilovsky_01555	CDS	537	napF		COG1145	Ferredoxin-type protein NapF
Sudilovsky_01556	CDS	321	napD			Chaperone NapD
Sudilovsky_01557	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
Sudilovsky_01558	CDS	693	napG		COG0437	Ferredoxin-type protein NapG
Sudilovsky_01559	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
Sudilovsky_01560	CDS	438	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
Sudilovsky_01561	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
Sudilovsky_01562	misc_RNA	183				Ysr224
Sudilovsky_01563	CDS	324				hypothetical protein
Sudilovsky_01564	CDS	870				hypothetical protein
Sudilovsky_01565	CDS	459				hypothetical protein
Sudilovsky_01566	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
Sudilovsky_01567	CDS	1956	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
Sudilovsky_01568	CDS	483	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
Sudilovsky_01569	CDS	222	ccmD		COG3114	Heme exporter protein D
Sudilovsky_01570	CDS	741	ccmC		COG0755	Heme exporter protein C
Sudilovsky_01571	CDS	657	ccmB		COG2386	Heme exporter protein B
Sudilovsky_01572	CDS	633	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
Sudilovsky_01573	CDS	861				hypothetical protein
Sudilovsky_01574	CDS	402	ccmH			Cytochrome c-type biogenesis protein CcmH
Sudilovsky_01575	CDS	1875	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
Sudilovsky_01576	CDS	963				hypothetical protein
Sudilovsky_01577	CDS	672	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
Sudilovsky_01578	CDS	570	nrfB		COG3303	Cytochrome c-type protein NrfB
Sudilovsky_01579	CDS	1419	nrfA	1.7.2.2	COG3303	Cytochrome c-552
Sudilovsky_01580	CDS	1014	rihA_1	3.2.-.-		Pyrimidine-specific ribonucleoside hydrolase RihA
Sudilovsky_01581	CDS	1191	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
Sudilovsky_01582	CDS	1659	bglH_4		COG4580	Cryptic outer membrane porin BglH
Sudilovsky_01583	CDS	1395	bglB_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
Sudilovsky_01584	CDS	1902	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
Sudilovsky_01585	CDS	864	licT_3		COG3711	Transcription antiterminator LicT
Sudilovsky_01586	CDS	1413	pykF	2.7.1.40		Pyruvate kinase I
Sudilovsky_01587	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
Sudilovsky_01588	CDS	1023	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
Sudilovsky_01589	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
Sudilovsky_01590	CDS	1224	sufS	2.8.1.7	COG0520	Cysteine desulfurase
Sudilovsky_01591	CDS	1344	sufD		COG0719	Iron-sulfur cluster assembly protein SufD
Sudilovsky_01592	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
Sudilovsky_01593	CDS	1500	sufB		COG0719	Iron-sulfur cluster assembly protein SufB
Sudilovsky_01594	CDS	372	sufA		COG0316	Iron-sulfur cluster assembly protein SufA
Sudilovsky_01595	CDS	402				hypothetical protein
Sudilovsky_01596	CDS	417	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
Sudilovsky_01597	CDS	3054	ydiJ	1.1.99.39	COG0247	D-2-hydroxyglutarate dehydrogenase
Sudilovsky_01598	CDS	1110	ydiK		COG0628	Putative transport protein YdiK
Sudilovsky_01599	misc_RNA	112				RprA
Sudilovsky_01600	CDS	1047	apbE_2	2.7.1.180		FAD:protein FMN transferase
Sudilovsky_01601	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
Sudilovsky_01602	CDS	858	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
Sudilovsky_01603	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
Sudilovsky_01604	CDS	1050	hemS		COG3720	Hemin transport protein HemS
Sudilovsky_01605	CDS	819	hmuT_1		COG4558	Hemin-binding periplasmic protein HmuT
Sudilovsky_01606	CDS	1005	hmuU_1		COG0609	Hemin transport system permease protein HmuU
Sudilovsky_01607	CDS	798	hmuV	7.6.2.-	COG4559	Hemin import ATP-binding protein HmuV
Sudilovsky_01608	CDS	1452	selO	2.7.7.-	COG0397	Protein nucleotidyltransferase SelO
Sudilovsky_01609	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
Sudilovsky_01610	CDS	369	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
Sudilovsky_01611	CDS	777	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
Sudilovsky_01612	CDS	552	btuE	1.11.1.24	COG0386	Thioredoxin/glutathione peroxidase BtuE
Sudilovsky_01613	CDS	1038	btuC		COG4139	Vitamin B12 import system permease protein BtuC
Sudilovsky_01614	CDS	765	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
Sudilovsky_01615	CDS	342				hypothetical protein
Sudilovsky_01616	CDS	717	anr		COG0664	Transcriptional activator protein Anr
Sudilovsky_01617	CDS	237				hypothetical protein
Sudilovsky_01618	CDS	831	cobB	2.3.1.286		NAD-dependent protein deacylase
Sudilovsky_01619	CDS	915	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
Sudilovsky_01620	CDS	1248	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
Sudilovsky_01621	CDS	708	lolD_3	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
Sudilovsky_01622	CDS	1203	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
Sudilovsky_01623	CDS	3453	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
Sudilovsky_01624	CDS	1365	dnaK_1			Chaperone protein DnaK
Sudilovsky_01625	CDS	591	tetC			Transposon Tn10 TetC protein
Sudilovsky_01626	CDS	1206				hypothetical protein
Sudilovsky_01627	CDS	1194	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
Sudilovsky_01628	CDS	540				hypothetical protein
Sudilovsky_01629	CDS	1305	ndh	1.6.5.9	COG1252	Type II NADH:quinone oxidoreductase
Sudilovsky_01630	CDS	543				hypothetical protein
Sudilovsky_01631	CDS	1029	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
Sudilovsky_01632	CDS	885	thiK	2.7.1.89		Thiamine kinase
Sudilovsky_01633	CDS	582	lpoB		COG3417	Penicillin-binding protein activator LpoB
Sudilovsky_01634	CDS	381				hypothetical protein
Sudilovsky_01635	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
Sudilovsky_01636	CDS	1455	jefA		COG0477	Drug efflux pump JefA
Sudilovsky_01637	CDS	798				hypothetical protein
Sudilovsky_01638	CDS	1434	ptsG_1		COG1263	PTS system glucose-specific EIICB component
Sudilovsky_01639	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
Sudilovsky_01640	CDS	1011	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
Sudilovsky_01641	CDS	660	tmk	2.7.4.9	COG0125	Thymidylate kinase
Sudilovsky_01642	CDS	1020	mltG	4.2.2.29	COG1559	Endolytic murein transglycosylase
Sudilovsky_01643	CDS	798	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
Sudilovsky_01644	CDS	1242	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
Sudilovsky_01645	CDS	237	acpP_1		COG0236	Acyl carrier protein
Sudilovsky_01646	CDS	735	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Sudilovsky_01647	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
Sudilovsky_01648	CDS	954	fabH_1	2.3.1.180	COG0332	Beta-ketoacyl-[acyl-carrier-protein] synthase III
Sudilovsky_01649	CDS	1047	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
Sudilovsky_01650	CDS	171	rpmF		COG0333	Large ribosomal subunit protein bL32
Sudilovsky_01651	CDS	525	yceD_1		COG1399	Large ribosomal RNA subunit accumulation protein YceD
Sudilovsky_01652	CDS	585	yceF	3.6.1.-		7-methyl-GTP pyrophosphatase
Sudilovsky_01653	CDS	981	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
Sudilovsky_01654	misc_RNA	337				rne5
Sudilovsky_01655	CDS	132				hypothetical protein
Sudilovsky_01656	CDS	3294	rne	3.1.26.12		Ribonuclease E
Sudilovsky_01657	CDS	288				hypothetical protein
Sudilovsky_01658	CDS	1044	pyrC	3.5.2.3	COG0418	Dihydroorotase
Sudilovsky_01659	CDS	240	dinI			DNA damage-inducible protein I
Sudilovsky_01660	CDS	258				hypothetical protein
Sudilovsky_01661	CDS	255	bssS			Biofilm regulator BssS
Sudilovsky_01662	CDS	555	yceJ		COG3038	Cytochrome b561 
Sudilovsky_01663	CDS	579	yceI_2		COG2353	Protein YceI
Sudilovsky_01664	CDS	1068	trhO	1.14.-.-	COG1054	tRNA uridine(34) hydroxylase
Sudilovsky_01665	CDS	1095		1.6.99.1	COG1902	NADPH dehydrogenase
Sudilovsky_01666	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
Sudilovsky_01667	CDS	2565	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
Sudilovsky_01668	CDS	1569	mdoG		COG3131	Glucans biosynthesis protein G
Sudilovsky_01669	CDS	528				hypothetical protein
Sudilovsky_01670	CDS	1527				hypothetical protein
Sudilovsky_01671	CDS	1665				hypothetical protein
Sudilovsky_01672	CDS	282				hypothetical protein
Sudilovsky_01673	CDS	291				hypothetical protein
Sudilovsky_01674	CDS	186	ortT			Orphan toxin OrtT
Sudilovsky_01675	CDS	507				hypothetical protein
Sudilovsky_01676	CDS	429	uspG		COG0589	Universal stress protein UP12
Sudilovsky_01677	CDS	456				hypothetical protein
Sudilovsky_01678	CDS	525	rutB	3.5.1.110		Ureidoacrylate amidohydrolase RutB
Sudilovsky_01679	CDS	423				hypothetical protein
Sudilovsky_01680	CDS	255				hypothetical protein
Sudilovsky_01681	tRNA	88				tRNA-Ser(tga)
Sudilovsky_01682	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
Sudilovsky_01683	CDS	1176			COG3385	IS4 family transposase ISPcc1
Sudilovsky_01684	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
Sudilovsky_01685	CDS	315	yccX	3.6.1.7	COG1254	Acylphosphatase
Sudilovsky_01686	CDS	309	hspQ		COG3785	Heat shock protein HspQ
Sudilovsky_01687	CDS	414	yccU		COG1832	putative protein YccU
Sudilovsky_01688	CDS	525				hypothetical protein
Sudilovsky_01689	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
Sudilovsky_01690	CDS	2058	helD	5.6.2.4	COG0210	DNA helicase IV
Sudilovsky_01691	CDS	93				hypothetical protein
Sudilovsky_01692	CDS	447	yccF		COG3304	Inner membrane protein YccF
Sudilovsky_01693	CDS	2136	yccS		COG1289	Inner membrane protein YccS
Sudilovsky_01694	CDS	621	sxy		COG3070	Protein Sxy
Sudilovsky_01695	CDS	507	sulA		COG5404	Cell division inhibitor SulA
Sudilovsky_01696	CDS	1086	ompA		COG2885	Outer membrane protein A
Sudilovsky_01697	CDS	138				hypothetical protein
Sudilovsky_01698	CDS	459	matP		COG3120	Macrodomain Ter protein
Sudilovsky_01699	CDS	1560	lon_2	3.4.21.53		Lon protease
Sudilovsky_01700	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
Sudilovsky_01701	CDS	654	yebE		COG2979	Inner membrane protein YebE
Sudilovsky_01702	CDS	1680	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
Sudilovsky_01703	CDS	1473	betB	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
Sudilovsky_01704	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
Sudilovsky_01705	CDS	2034	betT		COG1292	High-affinity choline transport protein
Sudilovsky_01706	CDS	639				hypothetical protein
Sudilovsky_01707	tRNA	90				tRNA-Ser(gga)
Sudilovsky_01708	CDS	789	phoH		COG1702	Protein PhoH
Sudilovsky_01709	misc_RNA	194				Ysr251
Sudilovsky_01710	CDS	516	fliZ			Regulator of sigma S factor FliZ
Sudilovsky_01711	CDS	723	fliA			RNA polymerase sigma factor FliA
Sudilovsky_01712	CDS	450				hypothetical protein
Sudilovsky_01713	CDS	1419				hypothetical protein
Sudilovsky_01714	CDS	741				hypothetical protein
Sudilovsky_01715	CDS	453	rimI_1	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
Sudilovsky_01716	CDS	969			COG1621	putative protein
Sudilovsky_01717	CDS	960			COG1621	putative protein
Sudilovsky_01718	CDS	702			COG0224	putative protein
Sudilovsky_01719	CDS	1113	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
Sudilovsky_01720	misc_RNA	38				JUMPstart
Sudilovsky_01721	CDS	3420				hypothetical protein
Sudilovsky_01722	CDS	873	hag		COG1344	Flagellin
Sudilovsky_01723	CDS	1425	fliD			Flagellar hook-associated protein 2
Sudilovsky_01724	CDS	411	fliS			Flagellar secretion chaperone FliS
Sudilovsky_01725	CDS	381	fliT			Flagellar protein FliT
Sudilovsky_01726	CDS	315	fliE			Flagellar hook-basal body complex protein FliE
Sudilovsky_01727	CDS	1719	fliF			Flagellar M-ring protein
Sudilovsky_01728	CDS	993	fliG			Flagellar motor switch protein FliG
Sudilovsky_01729	CDS	723	fliH			Flagellar assembly protein FliH
